NDVI,LST,THERMAL_ANOMALIES,CLASS
0.606802,14357.25,4.119266,no_fire
0.528226,15375.04762,4.714286,fire
0.644838,14237.72727,4.22973,fire
0.525336,14971.16667,4.888889,no_fire
0.654314,14360,5,no_fire
0.63352,14869,5,no_fire
0.697282,14532.11268,4.943662,no_fire
0.656282,14294.24138,4.837838,fire
0.623075,14741,5,no_fire
0.507127,14891.34483,3.758621,no_fire
0.622723,14553.33333,3,no_fire
0.657366,14645.75,4.964286,no_fire
0.62817,15225,5,fire
0.533279,13714,3.7,no_fire
0.578616,14681,5,no_fire
0.475513,14598.67178,4.558084,fire
0.661154,14460.73684,4.945313,no_fire
0.528958,14219,3,no_fire
0.619918,14436.63208,4.735849,no_fire
0.552122,14442.43909,4.223004,no_fire
0.636432,14411.07692,4.478163,fire
0.496884,15114,5,no_fire
0.559443,14559,3,no_fire
0.624507,14828.34043,5,no_fire
0.475246,14044,4.5,no_fire
0.583939,14882.88889,4.971014,no_fire
0.479684,14490.19608,4.777778,no_fire
0.570595,14718.14286,4.666667,no_fire
0.506443,14078.91667,4.732463,no_fire
0.623075,14741,5,no_fire
0.607293,15070.93023,4.348837,fire
0.490843,14675.78947,5,no_fire
0.636089,14316,5,no_fire
0.578944,14837.40171,5.382813,fire
0.504656,14234,4.478261,no_fire
0.508428,15213.14141,4.814029,no_fire
0.559031,14215,5,no_fire
0.598507,14834.025,4.348837,no_fire
0.66698,15012.37912,4.815789,no_fire
0.557821,14724.97753,4.722222,no_fire
0.485886,14291.66667,4.98892,fire
0.599489,14711.5,3,no_fire
0.464954,14635.33962,4.811321,no_fire
0.650259,14521.5,7,fire
0.3435,14865.33333,5,no_fire
0.700139,14530.36364,5,no_fire
0.690175,14847.5665,4.98338,no_fire
0.657174,14648.42857,4.692308,no_fire
0.665832,14902,5,no_fire
0.551964,14657.52964,5.044311,fire
0.486634,14536.875,4.333333,no_fire
0.522567,14776.5,4.428571,fire
0.329875,14964.27273,5,no_fire
0.610429,14597.37037,4.787234,no_fire
0.41455,14174.875,4.5,no_fire
0.541603,14482.28571,4.463768,no_fire
0.519254,14615.92,5,no_fire
0.587078,14726.38679,4.735849,no_fire
0.523873,14667.33333,5,fire
0.634151,14861,5,no_fire
0.497872,14993.5,5,no_fire
0.635704,15254.25,5,no_fire
0.464543,14644.24888,4.735495,no_fire
0.512674,14711.6,5,no_fire
0.607559,14998.06897,3.827586,no_fire
0.446716,14437,5,no_fire
0.577146,14553.5,4,no_fire
0.623853,14280.42857,4.913043,no_fire
0.607123,14076,4.222222,no_fire
0.567085,14541,5,no_fire
0.480901,14937.70588,5,fire
0.561629,14670.5,5,fire
0.4765,15171.25,4,no_fire
0.639806,14679.4,5,no_fire
0.737729,14895,5,no_fire
0.477828,14571.5,5,no_fire
0.597231,14645.25455,4.864865,no_fire
0.576391,14845.25352,4.887324,no_fire
0.618951,14727.96296,5,no_fire
0.569022,14886.63441,4.969574,fire
0.377467,14916.33333,5,no_fire
0.500058,14487,4.846154,no_fire
0.455269,14331.61905,4.898551,fire
0.582365,15078.34966,4.843373,fire
0.555768,15100.2267,5.427966,fire
0.558716,14798.6,4.846154,fire
0.636775,14821.75,5,fire
0.538249,14531.56,5,no_fire
0.532194,14633,3,no_fire
0.562096,15199.88696,4.385507,fire
0.634244,14014.125,4.985801,no_fire
0.684474,14443.79177,4.963489,no_fire
0.472933,14929.75,4,fire
0.619074,14399,3,no_fire
0.561922,14834.6746,4.68254,no_fire
0.420592,14607.65663,4.67561,no_fire
0.506048,14642.5,5,no_fire
0.549611,15222.81482,4.925926,no_fire
0.576046,14755.5,5,no_fire
0.592203,14332.51911,4.16055,no_fire
0.677933,14938,5,no_fire
0.592094,14934,5,fire
0.557955,14680.56164,4.945946,no_fire
0.523354,14681,4,no_fire
0.465339,14230.4,5,no_fire
0.624163,14917,5,no_fire
0.582846,14551.04546,4.837838,no_fire
0.478485,14373.94681,4.906467,fire
0.618971,15022,5,no_fire
0.603479,13938.09091,4.928571,no_fire
0.536318,15015.58407,4.944444,no_fire
0.542693,14321.15625,4.843137,no_fire
0.586474,14590,5,no_fire
0.570582,14590.23176,4.974576,no_fire
0.607169,14669,5,no_fire
0.421213,15420.66384,4.749247,fire
0.644724,14444,5,no_fire
0.202542,13862.5,5,no_fire
0.6148,14043.35714,3.551724,no_fire
0.615463,14582.2093,4.72093,no_fire
0.599816,14974.57143,5.023256,fire
0.736499,14804,5,no_fire
0.639409,14601,5,no_fire
0.43879,15208.23077,4.4,fire
0.550642,14548,3.714286,no_fire
0.610697,15071.66981,4.90566,no_fire
0.643506,14545.5,5,no_fire
0.652463,15005,5,no_fire
0.575046,14442.78,4.862745,no_fire
0.504575,14276.83607,4.920635,fire
0.608144,14449.3,4.904762,no_fire
0.499582,14554,4.852459,no_fire
0.531782,14622.5,5,no_fire
0.635198,14647,5,no_fire
0.510022,13681,5,no_fire
0.781723,14644,5,fire
0.60981,14607.89254,4.304348,no_fire
0.644606,14545,5,no_fire
0.624578,14618,5,no_fire
0.444479,14365.4,4.904762,no_fire
0.58501,14408.60606,4.674419,no_fire
0.554132,14674.5,5,no_fire
0.461745,15119.82875,4.419355,no_fire
0.625681,14913.33333,3,no_fire
0.483041,14952.87713,4.559727,no_fire
0.538968,14970,5,no_fire
0.553835,14428.21053,5,no_fire
0.696446,14426,5,no_fire
0.507266,14997.11111,4.444444,fire
0.52571,14454.83807,4.789261,no_fire
0.115211,13774.5,4.888889,no_fire
0.601972,14747.35714,4.809524,no_fire
0.528161,14543.42857,5,no_fire
0.538288,14199.5,4.6,no_fire
0.640735,15013.07692,4.846154,no_fire
0.433759,14490.77193,4.174312,no_fire
0.737729,14895,5,no_fire
0.455377,15152.87545,4.602439,no_fire
0.716763,14318,4,no_fire
0.518494,14522.16,5,no_fire
0.546094,14802.75,5,no_fire
0.549627,14390.5,4,no_fire
0.616834,14865,5,no_fire
0.69017,14395,4.117188,no_fire
0.641024,14595.08219,4.72973,fire
0.481273,14094.33333,4.388889,no_fire
0.570972,14806.5,4,no_fire
0.48392,14784.23333,5,fire
0.494709,14878,5,no_fire
0.687477,14561,3,no_fire
0.493649,14172.53192,4.526917,no_fire
0.470382,14840.44422,4.939148,no_fire
0.509226,14811,5,fire
0.527899,15355.82353,5,no_fire
0.669665,13814.125,4.922921,no_fire
0.638304,14349.5,4,no_fire
0.648551,14481.68421,4.517065,no_fire
0.482265,15145.34906,4.792453,fire
0.46089,14800,4.541935,fire
0.450221,13218,4.765012,no_fire
0.493815,14928.9265,4.767918,no_fire
0.61491,14821.66667,3,no_fire
0.623532,14266,3,no_fire
0.470658,14887.44444,4.95614,fire
0.584666,14391,5,fire
0.661367,14402,5,no_fire
0.548635,14923.29565,5,fire
0.623084,14408.91019,4.46789,no_fire
0.725891,14188.5,3.5,no_fire
0.665907,14616,5,no_fire
0.486723,14859.70175,5,fire
0.520774,13955,5,no_fire
0.484558,14191.875,4.179299,no_fire
0.515295,14369,5,no_fire
0.612828,14693.94444,4.555556,no_fire
0.586352,14801.58273,4.333333,no_fire
0.611207,14372.17708,4.984431,fire
0.470343,14916.10811,4.961219,fire
0.641013,14663,5,no_fire
0.416727,15233.14024,4.502439,no_fire
0.486541,14529,4.898858,no_fire
0.497164,13783.78261,4.018522,no_fire
0.665285,15000,5,fire
0.597083,14427.5,3,no_fire
0.491077,14831,5,no_fire
0.655361,14651,5,no_fire
0.490122,15112.18421,5,fire
0.589313,14193.33333,3,no_fire
0.666944,14210.5,5,no_fire
0.624578,14618,5,no_fire
0.608168,14801.07895,5,no_fire
0.472907,15389.72265,4.916339,fire
0.477828,14571.5,5,no_fire
0.69312,14369,5,no_fire
0.528731,14768.38889,4.814208,no_fire
0.641129,14329.5,3,no_fire
0.6432,14457,5,no_fire
0.606868,14337.5,5,no_fire
0.503975,14660.12,5,no_fire
0.571627,14413.51141,4.915169,no_fire
0.46824,14488.86667,4.947262,no_fire
0.444479,14365.4,4.904762,no_fire
0.501604,14817.6875,4.375,no_fire
0.657366,14645.75,4.964286,no_fire
0.525904,14568.34211,5,no_fire
0.506221,14497.7549,4.869494,no_fire
0.461761,14928.8,5,no_fire
0.696458,14627.3,5,no_fire
0.030735,13799.77778,4.888889,no_fire
0.34462,14411.76923,4.625,no_fire
0.447359,14993.6,4.809524,fire
0.649476,15015.5,5,no_fire
0.417525,14750.1,5,no_fire
0.548635,14923.29565,5,fire
0.664733,15087.83333,5.5,fire
0.55408,14761.66667,4.962963,no_fire
0.640378,14459.98827,4.321739,no_fire
0.504005,14857,5,no_fire
0.594981,14314.30769,4.912281,no_fire
0.620955,14747.95775,4.414396,no_fire
0.603207,14985,5,no_fire
0.482647,14651.73684,7.341935,fire
0.549393,14974,5,fire
0.458425,14740.82819,4.945545,fire
0.534582,13723.66667,4.070013,no_fire
0.616065,14184.625,4.913043,no_fire
0.520689,14569.5,5,fire
0.656426,14395.5,3,no_fire
0.437598,15048,4.5,no_fire
0.655674,14406.44186,4.837838,fire
0.582378,14035.08333,4.444444,no_fire
0.493649,14172.53192,4.526917,no_fire
0.616107,14387.5,5,no_fire
0.540004,14742.91304,4.348837,fire
0.616222,14271.5,3,no_fire
0.699442,14673,5,no_fire
0.542693,14321.15625,4.843137,no_fire
0.572166,14040.24074,4.103448,no_fire
0.14337,13760.66667,4.888889,no_fire
0.571933,13907.25,4.905389,no_fire
0.620742,14531.25,5,no_fire
0.611207,14372.17708,4.984431,fire
0.500087,15088.57937,4.637681,fire
0.481053,14913.37541,4.736803,no_fire
0.506066,15166,5,no_fire
0.570595,14718.14286,4.666667,no_fire
0.594016,14583.5,5,no_fire
0.465048,14488.95122,4.99169,no_fire
0.628138,14900,5,no_fire
0.588105,14807.16667,5,no_fire
0.644606,14545,5,no_fire
0.690886,14389.33071,4.612903,no_fire
0.512512,14347.73333,4.956522,no_fire
0.590097,14968.48246,4.77193,no_fire
0.425979,14624.91429,4.982609,no_fire
0.435307,14361.33333,4.174194,fire
0.470202,14782,5,no_fire
0.449085,14678.42857,4.809524,no_fire
0.627486,14707.5,3,fire
0.546738,14431.44444,5,fire
0.60176,15549.24,5.774648,fire
0.511612,14947.79793,4.87602,no_fire
0.421562,15119.95138,4.706325,fire
0.67262,14486.84615,4.546875,no_fire
0.326281,15144.81818,5,no_fire
0.537474,14433,4.475362,fire
0.587901,14292.46667,4.940476,fire
0.505589,14328.72727,5,no_fire
0.692408,14786.27381,4.928571,fire
0.447475,14659.5,5,no_fire
0.253472,13690.52985,4.955224,no_fire
0.662241,14018.80645,4.804688,no_fire
0.580435,14196.60215,4.745283,no_fire
0.603152,14153.71429,4.406627,no_fire
0.432677,13877,3.901376,no_fire
0.506406,14661.91453,4.965812,no_fire
0.67366,14755,5,fire
0.506385,14087,4.809524,fire
0.587669,14749.06568,4.889831,no_fire
0.620987,14416.5,5,no_fire
0.41878,14555.27185,4.894342,fire
0.64782,15089,5,no_fire
0.467505,14749.93333,4.944598,fire
0.723668,14295,5,no_fire
0.58768,14845.91489,5.896175,fire
0.533634,14887.5,5,no_fire
0.477069,14475.5,5,no_fire
0.606868,14337.5,5,no_fire
0.468312,14870.33333,5,no_fire
0.477852,15155.96667,5,no_fire
0.564334,13927.33333,4.846154,no_fire
0.501868,14468,4.820755,fire
0.60712,14926,5,no_fire
0.372764,14012,4.583333,no_fire
0.69102,14221.5,3,no_fire
0.674814,14831.5,5,no_fire
0.49878,14935.74803,4.90625,fire
0.397542,14830.15385,4.901408,fire
0.555382,14697.33333,5,no_fire
0.62989,14486,5,no_fire
0.597672,14470.87379,4.943396,no_fire
0.536712,14726.5,5,no_fire
0.69813,13965.38636,4.525355,no_fire
0.689735,14324.05556,5,no_fire
0.501276,14483.45455,4.90625,no_fire
0.63663,14276.5,4.528302,no_fire
0.511337,14288,5,no_fire
0.557882,14028.32306,4.967494,no_fire
0.622957,14428.56529,4.71762,no_fire
0.604311,15014,5,fire
0.688899,14595.48148,4.962963,no_fire
0.56855,14367,4.896186,no_fire
0.554483,14349,4.071429,fire
0.077475,13557.4,4,no_fire
0.596391,14812.5,5,no_fire
0.630937,14534.51443,4.663173,no_fire
0.596198,14438.66667,3.8,no_fire
0.580911,15018.56863,4.686275,no_fire
0.552709,14306.76543,5,no_fire
0.528994,14390.5,5,no_fire
0.376133,14755.72727,4.94746,fire
0.478012,14893.9703,4.34633,no_fire
0.605019,15114,5,no_fire
0.581618,14664.29412,5,no_fire
0.632157,14869.82778,4.410203,fire
0.564981,15104,3.875,no_fire
0.46207,14576.68806,4.951287,no_fire
0.472741,14692.91282,4.948037,fire
0.511655,14475.68,5,no_fire
0.550389,15044.78571,4.142857,fire
0.578036,15143.33333,5,fire
0.692096,14930,5,no_fire
0.615228,14650.70536,4.661202,fire
0.51984,14724.45238,4.97619,no_fire
0.467017,14498.4,5,fire
0.396272,14332,4.382927,no_fire
0.625392,14394,3.5,no_fire
0.568334,15030.9,3.8,no_fire
0.633838,13700.26415,5,no_fire
0.566661,14105,4,no_fire
0.417121,14711.33333,4.170213,fire
0.505069,15001.67951,5.006085,fire
0.509491,14912.7907,5.178049,fire
0.498477,14425.33333,5,no_fire
0.543729,14958.85185,5,fire
0.630377,15215,5,no_fire
0.467278,14246.76471,4.415987,no_fire
0.578332,14748,5,no_fire
0.550893,15313,5,fire
0.605019,15114,5,no_fire
0.648347,14992.58432,4.151376,no_fire
0.725633,14300.61111,4.580645,no_fire
0.474243,14971.80165,4.789063,no_fire
0.494559,14739.76364,5,fire
0.552452,14493.33333,5,fire
0.586548,13800.5,3,no_fire
0.547465,14678.21212,5,no_fire
0.500087,15088.57937,4.637681,fire
0.48824,14457.8,4.6,no_fire
0.387273,15143.625,5,no_fire
0.485041,14458.38462,5,fire
0.6191,14285,5,no_fire
0.470202,14782,5,no_fire
0.598544,14884.5,5,no_fire
0.107733,13529,4,no_fire
0.631633,14280.5,4.660377,no_fire
0.730044,13723.04444,4.658065,no_fire
0.515752,14844.55263,4.894981,fire
0.497914,14665.04883,4.730832,no_fire
0.628228,14607,5,no_fire
0.462504,14656.7,5,no_fire
0.4779,14961.6129,4.802817,no_fire
0.622335,14758,5,no_fire
0.589333,14099.1,4.820755,no_fire
0.499933,14636,4.849057,fire
0.668928,14298,3,no_fire
0.517031,14526.46429,4.97619,no_fire
0.562096,15199.88696,4.385507,fire
0.565173,14262.6,5,no_fire
0.384223,15552.38508,4.472892,fire
0.562145,14954.37607,4.982906,no_fire
0.499511,15001.66667,5,no_fire
0.479741,14961.58716,4.789063,fire
0.479884,14958,5,no_fire
0.619163,14816,4,no_fire
0.547258,15142.40741,5,fire
0.437913,13348,4.678261,no_fire
0.623447,14749.29,4.773585,no_fire
0.521347,15031.8093,4.945727,no_fire
0.60577,14505,4.761905,no_fire
0.580336,14943.04046,4.92161,no_fire
0.547262,15176,4,no_fire
0.6587,14448.49351,4.112385,fire
0.512805,15091.68476,4.931485,no_fire
0.510724,14829,6.888889,fire
0.519254,14615.92,5,no_fire
0.644146,13736.18182,4.955375,no_fire
0.524486,14692.52632,4.365079,no_fire
0.62055,14750.11111,3.857143,no_fire
0.5132,13810.68237,4.310057,no_fire
0.611903,15032,5,no_fire
0.501196,14518.08,5,no_fire
0.572825,14291,5,no_fire
0.5725,14761,5,no_fire
0.403198,13801.08547,4.940171,no_fire
0.630035,14497.51191,4.97619,no_fire
0.516284,14349,4.606557,no_fire
0.519018,14631.90944,4.963327,no_fire
0.728544,14678.70882,4.432258,no_fire
0.633343,14154.88889,5,no_fire
0.596043,14738.5,5,no_fire
0.592078,14755,5,no_fire
0.594195,14455,5,no_fire
0.625877,14135.90909,5,no_fire
0.69807,14116.5,5,no_fire
0.626311,14865.61539,4,no_fire
0.533645,15090.85714,5,no_fire
0.431734,14142.7,4.433486,no_fire
0.485072,14430.375,4.627907,no_fire
0.53076,14505,4.933333,no_fire
0.604867,14608.8,5,no_fire
0.621186,14121.52632,4.913043,no_fire
0.540853,14771,5,fire
0.654341,14737.5,5,no_fire
0.441318,15142.93505,4.943713,fire
0.647185,14745.5,5,no_fire
0.342016,14495.14634,4.972286,fire
0.443484,14920.81126,4.690323,fire
0.552686,14455.88889,5,fire
0.639752,14227,4.933962,no_fire
0.41878,14555.27185,4.894342,fire
0.537299,14793.11765,5,no_fire
0.699307,14422.95455,5,no_fire
0.558637,14600.15,4.79235,no_fire
0.575046,14442.78,4.862745,no_fire
0.608144,14449.3,4.904762,no_fire
0.643826,14802.16406,4.78125,no_fire
0.566252,14502.28571,4.662162,no_fire
0.547632,14531,5,no_fire
0.539792,14932,5,no_fire
0.429273,14498.66667,5,no_fire
0.571781,14441.33333,3,no_fire
0.665907,14616,5,no_fire
0.443782,14564.23529,4.514634,no_fire
0.511289,14189.65714,4.613557,no_fire
0.427926,13930.5,4.791667,no_fire
0.537561,14593.97672,4.876644,fire
0.67171,14834,5,no_fire
0.519018,14631.90944,4.963327,no_fire
0.636726,14418.64407,4.928571,no_fire
0.646075,13921.35714,4.440443,no_fire
0.609419,14643.17042,4.828229,fire
0.499511,15001.66667,5,no_fire
0.64161,14523.33028,4.477064,no_fire
0.532227,14935,5,no_fire
0.033618,13743.14286,4.571429,no_fire
0.674904,14596,5,no_fire
0.590597,14774.09091,5,fire
0.429938,14680.00658,4.381777,no_fire
0.53212,15144.5,5,no_fire
0.594405,14811.82647,4.5,no_fire
0.753615,15078,5,no_fire
0.516805,14544.91177,5,fire
0.658705,14546,5,no_fire
0.50405,14589.76471,4.611746,no_fire
0.669665,13814.125,4.922921,no_fire
0.431734,14142.7,4.433486,no_fire
0.431869,14617.72523,4.486446,no_fire
0.567012,14602,3,no_fire
0.502517,14501.56343,5.061778,fire
0.456283,15436.75041,4.959217,fire
0.52779,14182.2,4.6,no_fire
0.493649,14172.53192,4.526917,no_fire
0.562626,14890.33333,3,no_fire
0.409487,14986.9079,4.970339,no_fire
0.137146,13878.2,5,no_fire
0.632962,14306.22222,4.056314,no_fire
0.485128,13776.16667,4.4,no_fire
0.605113,15044,5,no_fire
0.594981,14314.30769,4.912281,no_fire
0.60712,14926,5,no_fire
0.601725,14856.18182,5,no_fire
0.395032,14148,4,no_fire
0.608109,14914,5,no_fire
0.580253,15022.03659,4.697561,fire
0.589333,14099.1,4.820755,no_fire
0.554767,14725.44737,5,no_fire
0.516984,14396.75541,4.948614,no_fire
0.524506,14891,3,no_fire
0.669672,13818,5,no_fire
0.662968,14757,3,no_fire
0.607967,14394,4,fire
0.624238,14729,5,no_fire
0.376031,15365.22222,5,no_fire
0.613276,15134.66667,5,no_fire
0.559744,14610.76744,4.255814,no_fire
0.657438,14587.5,5,no_fire
0.669149,14740.58028,4.367742,no_fire
0.621308,14552,5,no_fire
0.595333,14590,5,no_fire
0.641129,14329.5,3,no_fire
0.645005,14932.6087,4.971014,no_fire
0.670221,14909,3,fire
0.421787,14592,5,no_fire
0.501975,14791,5,no_fire
0.59964,14178,5,fire
0.619105,14922,4.888889,no_fire
0.546486,14343,5,no_fire
0.545559,14113.41989,4.62439,no_fire
0.432677,13877,3.901376,no_fire
0.515379,14857.94444,4.888889,no_fire
0.52779,14182.2,4.6,no_fire
0.657081,15186,5,no_fire
0.605396,14892.43546,4.830189,fire
0.58449,14874.6775,4.908127,no_fire
0.484331,14693,4.914894,no_fire
0.497477,14154.58781,4.663415,no_fire
0.641013,14663,5,no_fire
0.466827,14480,5,no_fire
0.669184,14844.55952,6,fire
0.566529,14789.63132,4.903165,no_fire
0.611069,14687.48148,5,no_fire
0.658139,14793.62989,4.99446,no_fire
0.631504,15084,5,no_fire
0.646438,14899.38462,4.692308,no_fire
0.571915,15019.66177,5.094595,no_fire
0.75623,14591.5,5,fire
0.507238,14346.1,4.900489,no_fire
0.509491,14912.7907,5.178049,fire
0.61245,14685,5,fire
0.491819,13948.58407,4.796814,no_fire
0.636867,14363,5,no_fire
0.471562,14542.25756,4.935173,no_fire
0.557217,14244.40476,4.72093,no_fire
0.56985,13914,4.395349,no_fire
0.571093,14798.5,4.75,no_fire
0.645005,14932.6087,4.971014,no_fire
0.647157,14798.03766,4.556314,no_fire
0.652925,14820,5,no_fire
0.510788,15009.96667,5,no_fire
0.288298,14174.45455,4.375,no_fire
0.707864,14756,4,no_fire
0.483041,14952.87713,4.559727,no_fire
0.464733,14153.46667,5,no_fire
0.492228,14557.35473,4.933116,no_fire
0.527569,14881,3,no_fire
0.513625,14240.73333,4.880952,fire
0.087052,13137,3.944444,no_fire
0.624769,14717.94495,4.178899,no_fire
0.545497,15231.77049,4.759563,fire
0.673325,14567.83333,4.444444,no_fire
0.579125,14165,3,no_fire
0.502675,14996.47085,4.885965,fire
0.631031,14994,5,no_fire
0.491077,14831,5,no_fire
0.48392,14784.23333,5,fire
0.579401,14970.01613,4.887324,fire
0.605401,14846,5,no_fire
0.664165,14382.58065,4.445983,no_fire
0.509227,14788.57143,4.934747,no_fire
0.527329,14251.5,5,no_fire
0.538897,15021,5,no_fire
0.433514,14791.53822,4.756356,no_fire
0.631937,14818.73797,4.542922,fire
0.593917,15186.85507,4.884058,no_fire
0.447924,15261.0582,4.904661,no_fire
0.555819,14777.6,4.868852,no_fire
0.52571,14454.83807,4.789261,no_fire
0.40161,15224.83333,5,no_fire
0.476088,14273.68885,4.911909,no_fire
0.460831,15123.29017,4.987298,fire
0.672834,14626,5,no_fire
0.575399,15003.07143,3.571429,no_fire
0.618903,14724.75,3.857143,no_fire
0.484039,14392.5,5,no_fire
0.367357,14564.375,4.5,no_fire
0.592345,13823.86111,4.878378,no_fire
0.61489,14363,5,no_fire
0.576785,14763.64789,4.971831,fire
0.507127,14891.34483,3.758621,no_fire
0.443236,14502.89286,4.859155,no_fire
0.530505,14344,4,no_fire
0.581891,14525.34111,4.9716,no_fire
0.437063,14202.4,4.565854,no_fire
0.580193,14575,5,no_fire
0.498946,14904.25,4,no_fire
0.514508,14708,4,no_fire
0.584704,14994.33333,3,no_fire
0.730084,14873.5,5,no_fire
0.586443,14334.73077,4.034483,fire
0.497448,15074.4,5,no_fire
0.556981,15047.01724,4.413793,fire
0.715266,14550.24292,4.632258,no_fire
0.557882,14028.32306,4.967494,no_fire
0.62475,14895,5,no_fire
0.693025,14842.5,5,no_fire
0.43754,14872.11111,4.921569,fire
0.667647,15085,5,no_fire
0.638491,13881,4.5,no_fire
0.556073,14840.33333,3.666667,fire
0.585995,14608.49778,4.463768,no_fire
0.662308,14108.70787,4.765625,no_fire
0.507465,14593.06452,4.97619,fire
0.422313,14562.25393,4.497561,no_fire
0.531821,15230.83333,5,no_fire
0.689948,14166.5,5,no_fire
0.473636,15611.57051,4.661202,no_fire
0.611785,14742.64835,4.704918,fire
0.628627,14122.82353,4.978723,no_fire
0.515757,15304.43773,5.131377,fire
0.694957,14463,5,no_fire
0.498161,14585.16981,4.60587,fire
0.537944,13997,3,no_fire
0.512356,14743.90244,4.302326,no_fire
0.552297,14831.33149,4.79235,no_fire
0.693615,15036,5,no_fire
0.608402,14199,3.666667,no_fire
0.627269,14884,5,no_fire
0.565447,14048.33066,4.728916,no_fire
0.485122,14616.52941,4.965217,fire
0.439677,14765.44828,5,fire
0.640735,15013.07692,4.846154,no_fire
0.592378,15059,5,fire
0.4549,15525.12281,4.789474,fire
0.604311,15014,5,fire
0.346843,14639,4.454545,no_fire
0.601497,15009.57143,5,no_fire
0.560956,15239.67105,4.842105,fire
0.538924,14437,5,no_fire
0.612132,14942,5,no_fire
0.525522,14595,4,no_fire
0.107733,13529,4,no_fire
0.655175,14376.5,5,no_fire
0.512581,14968.46154,6.605263,fire
0.608109,14914,5,no_fire
0.48487,14778,5,no_fire
0.576319,14402.81818,5,no_fire
0.598852,14008.64103,4.647059,no_fire
0.510007,14693.92593,4.928571,no_fire
0.590911,14496.96315,4.521951,no_fire
0.661676,14903.16667,4.444444,no_fire
0.624277,14047.5,5,no_fire
0.565181,14474,3,no_fire
0.444737,14512.5,4.766667,no_fire
0.522018,14898.28571,4.571429,fire
0.497411,14970,4.982609,fire
0.424597,14625.3,5,no_fire
0.559443,14559,3,no_fire
0.67826,14275.5,4.611111,no_fire
0.630598,14251.42857,4.925926,no_fire
0.577605,14008.41096,4.56422,no_fire
0.503219,14799.92857,5,no_fire
0.397542,14830.15385,4.901408,fire
0.595116,15046.27907,4.44186,no_fire
0.611117,13744.70588,4.837838,no_fire
0.477123,14806.66667,5,no_fire
0.518275,14296,4,no_fire
0.613768,14605.67442,4.348837,no_fire
0.493361,14665.76,5,no_fire
0.665191,14961,5,no_fire
0.550787,15414.14815,5,no_fire
0.509795,14025,4.952381,no_fire
0.657333,14159.5,5,no_fire
0.569094,14642.98088,4.749147,fire
0.381003,13928.125,5,no_fire
0.380665,14305,4.583333,no_fire
0.654341,14737.5,5,no_fire
0.61962,13772.85,5,no_fire
0.648648,13805.8,4.492901,no_fire
0.397402,14310.875,4.495122,no_fire
0.524378,14653,3,no_fire
0.531785,14597.12651,5.127119,fire
0.450029,13960.5,4.5,no_fire
0.619883,14769.5,4.428571,no_fire
0.499378,14412.65152,5,no_fire
0.596466,14885.63904,4.682594,no_fire
0.544405,14725.58537,4.292754,fire
0.550225,14209.6875,4.627907,no_fire
0.486723,14859.70175,5,fire
0.630026,14395.87719,4.548246,no_fire
0.564047,14433.8,4,no_fire
0.53404,14537.59381,4.913873,fire
0.573438,14607,5,fire
0.664314,14833,3,fire
0.597775,14598.75758,5,no_fire
0.589115,14747.73684,5,no_fire
0.569935,14842.5,5,fire
0.495828,14707.17778,4.887324,fire
0.465678,14964.31579,4.811634,no_fire
0.592345,13823.86111,4.878378,no_fire
0.731455,14306.15942,4.490323,no_fire
0.517156,14248.10767,4.93801,no_fire
0.544498,14395.5,5,no_fire
0.51038,13810.33333,4,no_fire
0.572929,15069.5,5,no_fire
0.644146,13736.18182,4.955375,no_fire
0.537729,14245,3,no_fire
0.487793,15003.57143,5,fire
0.591245,14661.5,5,no_fire
0.455108,14685.66667,5,no_fire
0.640565,14594.08696,5,no_fire
0.698979,14582,3,no_fire
0.625392,14394,3.5,no_fire
0.491819,13948.58407,4.796814,no_fire
0.734367,14699.40282,4.393548,no_fire
0.491522,14737.75,4.5,no_fire
0.45781,14920.18523,4.960739,no_fire
0.700522,14479,5,no_fire
0.492228,14557.35473,4.933116,no_fire
0.613427,14502.25,5,no_fire
0.541733,13932,3,fire
0.577552,14541,5,no_fire
0.543825,14581.0625,4,no_fire
0.695167,14588.75,5,no_fire
0.498083,13872.5,4.5,no_fire
0.495896,14576,5,no_fire
0.608029,14708,4,no_fire
0.572598,14916.5,5,no_fire
0.4691,15412.83707,4.9624,fire
0.513233,14709,5,no_fire
0.438729,15076.47949,4.639024,fire
0.634151,14861,5,no_fire
0.482798,14352,4.684211,fire
0.627471,14745.63793,3.724138,no_fire
0.498767,15209.76316,4.302326,fire
0.499673,14500.6083,4.489396,no_fire
0.652113,14679.98338,5,no_fire
0.508305,14775.58333,4.583333,no_fire
0.550215,14841,5,no_fire
0.662867,14942.97656,4.78125,no_fire
0.614596,14902.98644,4.714608,fire
0.503601,14306,4.590164,no_fire
0.514351,14632.65,4.853181,no_fire
0.60981,14607.89254,4.304348,no_fire
0.380013,14651.16667,4.75,no_fire
0.634391,14968.57831,4.489458,no_fire
0.55267,14439.3,5,fire
0.466786,14452,4.950924,fire
0.580518,15017,5,fire
0.52424,15225.61765,5,no_fire
0.6688,14647,5,no_fire
0.434761,14408.48,5,no_fire
0.413685,14962.24242,4.887324,fire
0.453973,14853,5,no_fire
0.620742,14531.25,5,no_fire
0.5313,14707.5,4.692308,no_fire
0.437328,15179.58255,4.761295,fire
0.544892,14586,5,no_fire
0.375129,14974.98551,5,fire
0.509763,14835.92308,4.982906,no_fire
0.385044,15158.73077,4.746479,fire
